iter	Logloss
497	0.208680171
498	0.2086173269
499	0.2085100435
500	0.2084889856
501	0.2084168668
502	0.2083987546
503	0.2083551255
504	0.2083189401
505	0.2082490305
506	0.2082042237
507	0.2081889908
508	0.208141817
509	0.2080632778
510	0.2080304681
511	0.2079750548
512	0.2079083975
513	0.2078374321
514	0.2077863448
515	0.2077371277
516	0.2076711087
517	0.207574862
518	0.2075567619
519	0.2074930459
520	0.2074246922
521	0.2073717743
522	0.2072704329
523	0.2072055198
524	0.2071461505
525	0.2070787936
526	0.2070424191
527	0.2069829521
528	0.2069645193
529	0.206907302
530	0.2068398807
531	0.2067714345
532	0.2067316087
533	0.2066658557
534	0.2066116173
535	0.2065290511
536	0.2064747125
537	0.2064208185
538	0.2063535104
539	0.2062986299
540	0.2062778681
541	0.2061772935
542	0.206109427
543	0.2060468722
544	0.2059796442
545	0.2059091946
546	0.2058323327
547	0.2058254956
548	0.2058113022
549	0.2057952184
550	0.2057499972
551	0.205698873
552	0.2056111184
553	0.2055664103
554	0.2054910305
555	0.2054277409
556	0.2053482726
557	0.2052976327
558	0.2052079028
559	0.2051453944
560	0.2051045092
561	0.2050821711
562	0.205068528
563	0.2050536039
564	0.2050311937
565	0.2049575881
566	0.2049174624
567	0.204862596
568	0.2047900331
569	0.2047510421
570	0.2046784905
571	0.2046037759
572	0.2045513903
573	0.2045084038
574	0.2044663486
575	0.2044297749
576	0.2043785523
577	0.2043315077
578	0.2042554652
579	0.2041839484
580	0.2041480856
581	0.2041017083
582	0.2040390641
583	0.2039686058
584	0.2038903545
585	0.2038367558
586	0.2037650538
587	0.2036968737
588	0.2036550528
589	0.2036253584
590	0.2035747637
591	0.2035165801
592	0.2034656893
593	0.2034364387
594	0.2033705179
595	0.2033158
596	0.2032778852
597	0.203196231
598	0.2031570148
599	0.2031287936
600	0.2030385718
601	0.2029925786
602	0.2029502758
603	0.2028953284
604	0.2028614736
605	0.2027984548
606	0.2027553002
607	0.2027011597
608	0.2026390115
609	0.2025471967
610	0.2025087766
611	0.2024250854
612	0.2023609801
613	0.2023126913
614	0.2022849991
615	0.2022441289
616	0.20216148
617	0.2020951731
618	0.2020560575
619	0.2020154853
620	0.2019231736
621	0.2018512725
622	0.2018105217
623	0.2017717464
624	0.2017413185
625	0.2016691967
626	0.2015868643
627	0.2015601715
628	0.2015054964
629	0.2014608298
630	0.2014062981
631	0.2013594828
632	0.2013357536
633	0.2012549594
634	0.2012104707
635	0.2011568103
636	0.2011315087
637	0.2010807577
638	0.2010561289
639	0.2010051257
640	0.2009554515
641	0.2009125334
642	0.2008612111
643	0.2008223132
644	0.2007748643
645	0.2007291216
646	0.2007020088
647	0.2006586896
648	0.20061565
649	0.2005769095
650	0.2005593398
651	0.2005172247
652	0.2004605649
653	0.2004092753
654	0.2003710915
655	0.2003085772
656	0.2002584318
657	0.2002183193
658	0.2002058848
659	0.2001795854
660	0.2001585539
661	0.20010193
662	0.2000458281
663	0.1999792555
664	0.1999429497
665	0.1999046841
666	0.1998886925
667	0.1998459986
668	0.199794508
669	0.1997280318
670	0.1996937906
671	0.1996171889
672	0.1995778033
673	0.1995282098
674	0.1994826357
675	0.1994497977
676	0.1993931296
677	0.1993351285
678	0.1993063764
679	0.199255302
680	0.1991835697
681	0.1991052623
682	0.1990641127
683	0.1990075781
684	0.1989776896
685	0.1989038821
686	0.1988590354
687	0.1988205166
688	0.1987834395
689	0.1987355119
690	0.1987112994
691	0.1986733993
692	0.1986317628
693	0.1986002132
694	0.1985377469
695	0.1985002779
696	0.1984450414
697	0.1983887605
698	0.1983545275
699	0.1983160639
700	0.1982882503
701	0.1982275374
702	0.1981790873
703	0.1981457288
704	0.1981038757
705	0.1980668993
706	0.198011198
707	0.1979673842
708	0.1979292039
709	0.1978824805
710	0.1978238012
711	0.1977940647
712	0.1977788904
713	0.1977239299
714	0.1976937209
715	0.1976793971
716	0.1976605531
717	0.1976037218
718	0.1975475177
719	0.1974952917
720	0.1974383083
721	0.1973987331
722	0.1973359564
723	0.1972861393
724	0.1972482909
725	0.1971986127
726	0.1971692814
727	0.1970991501
728	0.1970195006
729	0.1969464376
730	0.1969007538
731	0.1968548466
732	0.1968049133
733	0.1967410598
734	0.1967007193
735	0.1966561283
736	0.1966239916
737	0.1965935469
738	0.1965472232
739	0.1964982967
740	0.1964346071
741	0.1963840358
742	0.1963322797
743	0.1963053701
744	0.1962481793
745	0.1961926632
746	0.1961852822
747	0.1961226211
748	0.1960799818
749	0.1960305848
750	0.1959835654
751	0.1959163564
752	0.1958637172
753	0.1958506823
754	0.1958113036
755	0.1957520833
756	0.1956942165
757	0.1956582796
758	0.1956223075
759	0.1955761731
760	0.1955415697
761	0.1954991964
762	0.1954786587
763	0.195415024
764	0.1953733365
765	0.1953460094
766	0.195315431
767	0.1952926696
768	0.1952258607
769	0.1951636877
770	0.1951102664
771	0.1950627168
772	0.1950293278
773	0.1949760881
774	0.1949503834
775	0.1949193063
776	0.1948878765
777	0.1948558411
778	0.1948222652
779	0.1947954036
780	0.1947640649
781	0.1947299947
782	0.1946857942
783	0.1946321809
784	0.194586906
785	0.1945529234
786	0.1945040125
787	0.1944802665
788	0.1944229233
789	0.1943768597
790	0.1943481167
791	0.19430254
792	0.1942318204
793	0.1942191818
794	0.1941721366
795	0.1941383772
796	0.1941125334
797	0.1940593286
798	0.1939978135
799	0.1939576068
800	0.193911801
801	0.1938879381
802	0.1938641518
803	0.1938198841
804	0.1938055284
805	0.1937770161
806	0.1937192345
807	0.1936826426
808	0.1936349537
809	0.1935886751
810	0.1935412593
811	0.1934801987
812	0.1934494452
813	0.1934388212
814	0.1933838694
815	0.1933653611
816	0.1933182105
817	0.1932778505
818	0.1932350459
819	0.1931926409
820	0.1931530961
821	0.1930895762
822	0.1930393938
823	0.1929997243
824	0.1929268702
825	0.1928837309
826	0.1928785417
827	0.1928396222
828	0.1927897202
829	0.1927518842
830	0.1927182827
831	0.1926932013
832	0.1926214868
833	0.1925819881
834	0.1925463391
835	0.1925034726
836	0.1924493109
837	0.1924209712
838	0.1923767396
839	0.192337284
840	0.1922997154
841	0.1922406061
842	0.1922081855
843	0.1921382915
844	0.1921215888
845	0.1920844008
846	0.1920655843
847	0.1920458926
848	0.1919854748
849	0.1919464304
850	0.1919094073
851	0.191841228
852	0.1918070694
853	0.1917658917
854	0.1916972978
855	0.1916504053
856	0.1916150367
857	0.1915616292
858	0.1915077385
859	0.1914898046
860	0.1914416868
861	0.1914240828
862	0.1913882376
863	0.1913598111
864	0.1913245035
865	0.1912755924
866	0.1912235427
867	0.191215189
868	0.1911649147
869	0.1911399861
870	0.1911044451
871	0.1910903395
872	0.1910303781
873	0.1909650218
874	0.1909053972
875	0.1908838585
876	0.190836165
877	0.1908009359
878	0.19075153
879	0.1907374273
880	0.1906830865
881	0.1906383962
882	0.1906138893
883	0.1905937041
884	0.1905808487
885	0.1905296549
886	0.1904794998
887	0.1904435061
888	0.1904081873
889	0.1903688366
890	0.1903301924
891	0.1902955834
892	0.1902616328
893	0.190230469
894	0.19016816
895	0.1901143858
896	0.190089361
897	0.1900769078
898	0.1900553879
899	0.1900146531
900	0.1899941853
901	0.1899135625
902	0.1898294667
903	0.1897921735
904	0.1897438229
905	0.1897155507
906	0.1897019748
907	0.1896578994
908	0.1896126969
909	0.1895774375
910	0.1895242469
911	0.1895001176
912	0.1894554764
913	0.1894402615
914	0.1893845646
915	0.1893161105
916	0.1892405405
917	0.1891807214
918	0.1891378111
919	0.189100223
920	0.1890636634
921	0.1889906062
922	0.1889293467
923	0.1889014677
924	0.1888712194
925	0.1888185726
926	0.1887711363
927	0.1887070464
928	0.1887026564
929	0.1886572825
930	0.1886131066
931	0.1885721365
932	0.1885305395
933	0.1885096058
934	0.1884459295
935	0.188392154
936	0.1883543193
937	0.1883240304
938	0.1882616138
939	0.1882577377
940	0.1882246106
941	0.1881935031
942	0.188141128
943	0.1880753633
944	0.1880493089
945	0.188001257
946	0.1879635228
947	0.1879396421
948	0.1879325453
949	0.1878823583
950	0.187831723
951	0.1877844227
952	0.1877494515
953	0.1877094322
954	0.187674119
955	0.1876496627
956	0.1876061087
957	0.1875645458
958	0.187508101
959	0.1874926146
960	0.1874518821
961	0.1874482287
962	0.1873872094
963	0.1873491275
964	0.1872926376
965	0.1872578796
966	0.1872245267
967	0.1871831731
968	0.1871215678
969	0.1871107646
970	0.1870620786
971	0.1870202132
972	0.1870167713
973	0.1869632599
974	0.1869143349
975	0.1868682074
976	0.1868076478
977	0.1867663654
978	0.1867571746
979	0.1867111942
980	0.1866724284
981	0.1866499743
982	0.1865969781
983	0.1865874025
984	0.1865549889
985	0.1865168035
986	0.1864718701
987	0.186429608
988	0.1863922815
989	0.1863537642
990	0.1863218408
991	0.186275746
992	0.1862384441
993	0.1862076219
994	0.1862041285
995	0.1861778271
996	0.1861316605
997	0.1860859546
998	0.1860777396
999	0.1860353284
